Number	Cell	Slice	Date	Sample	Mouse	Mouse date of birth	Mouse age	Targeted layer	Cre	Number of genes detected	RNA family	RNA type	RNA type confidence	RNA type top-3	ALM/VISp top-3	Length (bp)	Yield (pg/µl)	User	Hold Time (min)	Soma depth (µm)	Soma depth (4x)	Cortical thickness (4x)	Cortical thickness (µm)	Traced	Exclusion reasons
288	20180717_sample_1	20180717_slice_1	2018-07-17	sample 1	mouse_DFHTC	2018-05-29	49	5	PV+	7539	Pvalb	Pvalb Calb1_2	0.73	Pvalb Calb1_2 (73.3%), Pvalb Calb1_1 (20.3%), Pvalb Il1rapl2 (4.1%)	Pvalb Calb1 Sst (44.0%), Pvalb Sema3e Kank4 (28.0%), Pvalb Tpbg (22.0%)	1623	348.84	Fede	28	603.9	231.3	556.7	1536.492		
289	20180717_sample_2	20180717_slice_2	2018-07-17	sample 2	mouse_DFHTC	2018-05-29	49	1	PV-	6042	Lamp5	Lamp5 Egln3_1	0.56	Lamp5 Egln3_1 (55.9%), Sncg Npy2r (17.3%), Lamp5 Pax6 (7.1%)	Lamp5 Fam19a1 Pax6 (49.0%), Sncg Vip Nptx2 (45.0%), Sncg Gpr50 (4.0%)	1537	104.76	Fede	22	88.9	29.6	543.6	1500.336		
290	20180717_sample_3	20180717_slice_3	2018-07-17	sample 3	mouse_DFHTC	2018-05-29	49	5	PV+	8829	Pvalb	Pvalb Il1rapl2	0.98	Pvalb Il1rapl2 (97.9%)	Pvalb Tpbg (100.0%)	1759	426.03	Fede	33	747.3	271.4	613.9	1694.364	y	
291	20180717_sample_4	20180717_slice_4	2018-07-17	sample 4	mouse_DFHTC	2018-05-29	49	2/3	PV+	7727	Pvalb	Pvalb Il1rapl2	0.54	Pvalb Il1rapl2 (53.7%), Pvalb Reln (40.9%), Pvalb Calb1_2 (2.6%)	Pvalb Reln Itm2a (52.0%), Pvalb Tpbg (45.0%)	1530	254.95	Fede	30	312.3	112.9	618.3	1706.508	y	
292	20180717_sample_6	20180717_slice_6	2018-07-17	sample 6	mouse_DFHTC	2018-05-29	49	5	PV+	8567	Pvalb	Pvalb Reln	0.52	Pvalb Reln (51.9%), Pvalb Calb1_2 (23.0%), Pvalb Kank4 (15.7%)	Pvalb Reln Itm2a (46.0%), Pvalb Reln Tac1 (42.0%), Pvalb Gpr149 Islr (12.0%)	1799	324.28	Matteo	45	743.1	266.1	548.5	1513.86		
293	20180717_sample_7	20180717_slice_7	2018-07-17	sample 7	mouse_DFHTC	2018-05-29	49	5	PV-	9699	PT	L5 PT_3	0.66	L5 PT_3 (66.1%), L5 PT_4 (28.1%), L5 PT_2 (5.4%)	L5 PT ALM Hpgd (98.0%)	2015	485.16	Fede	15	723.1	261.4	610.1	1683.876	y	
294	20180718_sample_2	20180718_slice_2	2018-07-18	sample 2	mouse_PYCYR	2018-02-22	146	5	PV+	5689	Pvalb	Pvalb Il1rapl2	0.5	Pvalb Il1rapl2 (49.9%), Pvalb Calb1_2 (16.7%), Pvalb Reln (14.7%)	Pvalb Tpbg (45.0%), Pvalb Reln Tac1 (43.0%), Pvalb Reln Itm2a (6.0%)	1581	73.66	Matteo	45	449.1	167.4	579.4	1599.144		
295	20180718_sample_3	20180718_slice_3	2018-07-18	sample 3	mouse_PYCYR	2018-02-22	146	2/3	PV+	6348	Pvalb	Pvalb Reln	0.96	Pvalb Reln (95.9%)	Pvalb Reln Itm2a (99.0%)	1891	147.29	Matteo	45	518.6	184.6	585.8	1616.808		
296	20180718_sample_4	20180718_slice_4	2018-07-18	sample 4	mouse_PYCYR	2018-02-22	146	5	PV+	9084	Pvalb	Pvalb Gpr149	0.96	Pvalb Gpr149 (96.3%)	Pvalb Gpr149 Islr (99.0%)	2085	219.13	Matteo	45	848.7	294.7	621.7	1715.892		
297	20180719_sample_1	20180719_slice_1	2018-07-19	sample 1	mouse_NRBVC	2018-05-27	53	5	PV+	9351	Pvalb	Pvalb Reln	0.96	Pvalb Reln (95.7%)	Pvalb Reln Itm2a (100.0%)	1890	428.54	Fede	33	573.1	202.7	577.4	1593.624	y	
298	20180719_sample_4	20180719_slice_4	2018-07-19	sample 4	mouse_NRBVC	2018-05-27	53	5	PV+	7761	Pvalb	Pvalb Calb1_2	0.66	Pvalb Calb1_2 (66.1%), Pvalb Reln (27.6%), Pvalb Kank4 (5.4%)	Pvalb Reln Tac1 (100.0%)	1531	418.89	Fede	26	525.2	192.6	585.1	1614.876		
299	20180720_sample_2	20180720_slice_2	2018-07-20	sample 2	mouse_PIDAD	2018-02-16	154	2/3	WT	9076	Sncg	Sncg Calb1_1	0.76	Sncg Calb1_1 (76.1%), Sncg Calb1_2 (19.9%)	Sncg Gpr50 (100.0%)	2072	242.85	Matteo	33	203.7	73.9	689.3	1902.468		
300	20180720_sample_3	20180720_slice_3	2018-07-20	sample 3	mouse_PIDAD	2018-02-16	154	2/3	WT	6693	Pvalb	Pvalb Il1rapl2	0.91	Pvalb Il1rapl2 (91.3%), Pvalb Reln (3.9%)	Pvalb Tpbg (94.0%), Pvalb Reln Itm2a (5.0%)	1599	190.63	Matteo	40	322.9	120	663.8	1832.088		
301	20180720_sample_5	20180720_slice_5	2018-07-20	sample 5	mouse_PIDAD	2018-02-16	154	5	WT	8663	Lamp5	Lamp5 Slc35d3	0.62	Lamp5 Slc35d3 (62.4%), Lamp5 Pdlim5_2 (37.6%)	Lamp5 Lsp1 (100.0%)	2143	196.84	Matteo	40	453.6	168.3	636.2	1755.912	y	
302	20180725_sample_3	20180725_slice_3	2018-07-25	sample 3	mouse_ANUPT	2018-06-07	48	2/3	VIAAT-	4210	IT	L2/3 IT_3	0.59	L2/3 IT_3 (59.1%), L4/5 IT_1 (22.0%), L6 CT Pou3f2 (4.9%)	L2/3 IT VISp Adamts2 (37.0%), L2/3 IT VISp Agmat (33.0%), L2/3 IT VISp Rrad (14.0%)	1533	67.84	Fede	14	297.4	106.4	615.3	1698.228	y	
303	20180725_sample_4	20180725_slice_4	2018-07-25	sample 4	mouse_ANUPT	2018-06-07	48	2/3	VIAAT-	3551	low quality					1506	97.72	Fede	15	234.6	89	554.1	1529.316		
304	20180725_sample_6	20180725_slice_6	2018-07-25	sample 6	mouse_ANUPT	2018-06-07	48	2/3	VIAAT+	8660	Pvalb	Pvalb Il1rapl2	0.51	Pvalb Il1rapl2 (51.4%), Pvalb Kank4 (20.0%), Pvalb Gpr149 (13.1%)	Pvalb Tpbg (80.0%), Pvalb Reln Itm2a (13.0%), Pvalb Sema3e Kank4 (7.0%)	1974	221.91	Fede	36	492.4	203.3	631.3	1742.388		
305	20180725_sample_7	20180725_slice_7	2018-07-25	sample 7	mouse_ANUPT	2018-06-07	48	2/3	VIAAT-	9666	IT	L2/3 IT_3	0.94	L2/3 IT_3 (94.4%), L2/3 IT_2 (4.7%)	L2/3 IT VISp Agmat (93.0%), L2/3 IT VISp Rrad (5.0%)	1652	192	Fede	26	178	58.7	605.4	1670.904		
306	20180725_sample_9	20180725_slice_9	2018-07-25	sample 9	mouse_ANUPT	2018-06-07	48	1	VIAAT+	6974	Lamp5	Lamp5 Pdlim5_2	0.84	Lamp5 Pdlim5_2 (83.9%), Lamp5 Slc35d3 (15.7%)	Lamp5 Lsp1 (76.0%), Lamp5 Plch2 Dock5 (24.0%)	1506	161.7	Fede	43	53.2	18.7	604.5	1668.42	y	
307	20180726_sample_3	20180726_slice_3	2018-07-26	sample 3	mouse_XHGCQ	2018-06-11	45	5	PV+	7782	Pvalb	Pvalb Il1rapl2	0.68	Pvalb Il1rapl2 (68.3%), Pvalb Reln (28.0%)	Pvalb Tpbg (59.0%), Pvalb Reln Itm2a (38.0%)	2016	224.16	Fede	30	423.9	152.6	476.1	1314.036		
308	20180726_sample_4	20180726_slice_4	2018-07-26	sample 4	mouse_XHGCQ	2018-06-11	45	2/3	PV+	9206	Pvalb	Pvalb Reln	0.86	Pvalb Reln (86.1%), Pvalb Kank4 (9.6%)	Pvalb Reln Itm2a (98.0%)	1819	423.29	Fede	33	411.1	150.7	498	1374.48	?	
309	20180726_sample_5	20180726_slice_5	2018-07-26	sample 5	mouse_XHGCQ	2018-06-11	45	5	PV+	6060	Pvalb	Pvalb Reln	0.92	Pvalb Reln (92.3%), Pvalb Gpr149 (4.7%)	Pvalb Reln Itm2a (100.0%)	1675	175.27	Fede	29	509.3	186	522	1440.72		
310	20180726_sample_6	20180726_slice_6	2018-07-26	sample 6	mouse_XHGCQ	2018-06-11	45	2/3	PV+	8863	Pvalb	Pvalb Il1rapl2	0.95	Pvalb Il1rapl2 (94.9%), Pvalb Gpr149 (1.7%)	Pvalb Tpbg (99.0%)	1675	381.04	Fede	36	319.2	119.6	470.8	1299.408		
311	20180726_sample_7	20180726_slice_7	2018-07-26	sample 7	mouse_XHGCQ	2018-06-11	45	5	PV+	8759	Pvalb	Pvalb Gpr149	0.99	Pvalb Gpr149 (98.6%)	Pvalb Gpr149 Islr (98.0%)	1757	139.94	Fede	40	1011.9	376.1	558.5	1541.46		
312	20180817_sample_2	20180817_slice_2	2018-08-17	sample 2	mouse_APLSV	2018-06-29	49	2/3	PV+	5844	Pvalb	Pvalb Il1rapl2	0.94	Pvalb Il1rapl2 (93.7%), Pvalb Calb1_2 (2.7%)	Pvalb Tpbg (100.0%)	2108	169.06	Fede	42	372	138	578.8	1597.488	y	
313	20180817_sample_3	20180817_slice_3	2018-08-17	sample 3	mouse_APLSV	2018-06-29	49	2/3	PV+	9543	Pvalb	Pvalb Il1rapl2	0.9	Pvalb Il1rapl2 (90.0%), Pvalb Calb1_2 (7.9%)	Pvalb Tpbg (100.0%)	2102	346.28	Fede	47	266.2	95.1	571.1	1576.236	y	
314	20180817_sample_4	20180817_slice_4	2018-08-17	sample 4	mouse_APLSV	2018-06-29	49	5	PV+	5260	Pvalb	Pvalb Reln	0.95	Pvalb Reln (95.0%)	Pvalb Reln Itm2a (100.0%)	2251	87.97	Fede	35	636.4	233.6	607.3	1676.148	y	
315	20180817_sample_5	20180817_slice_5	2018-08-17	sample 5	mouse_APLSV	2018-06-29	49	2/3	PV+	7163	Pvalb	Pvalb Il1rapl2	0.94	Pvalb Il1rapl2 (93.6%), Pvalb Gpr149 (2.7%)	Pvalb Tpbg (100.0%)	1927	231.26	Fede	50	362.1	131.1	618.3	1706.508		
316	20180817_sample_6	20180817_slice_6	2018-08-17	sample 6	mouse_APLSV	2018-06-29	49	5	PV-	7752	IT	L4/5 IT_2	0.92	L4/5 IT_2 (91.9%), L4/5 IT_1 (6.7%)	L4 IT VISp Rspo1 (99.0%)	1806	277.86	Fede	22	612.8	227	579.6	1599.696	y	
317	20180817_sample_7	20180817_slice_7	2018-08-17	sample 7	mouse_APLSV	2018-06-29	49	2/3	PV+	12262	Pvalb	Pvalb Il1rapl2	0.9	Pvalb Il1rapl2 (90.1%), Pvalb Reln (4.4%), Pvalb Calb1_2 (2.3%)	Pvalb Tpbg (99.0%)	2070	423.91	Fede	40	351.6	130.4	564	1556.64	?	
318	20180820_sample_1	20180820_slice_1	2018-08-20	sample 1	mouse_WVNFF	2018-06-19	62	2/3	SST+	6660	Sst	Sst Hpse	0.75	Sst Hpse (74.7%), Sst Calb2 (16.3%), Sst Pvalb Calb2 (8.7%)	Sst Hpse Cbln4 (52.0%), Sst Calb2 Pdlim5 (47.0%)	1925	629.39	Fede	55	352.5	129.5	499.6	1378.896	y	
319	20180820_sample_2	20180820_slice_2	2018-08-20	sample 2	mouse_WVNFF	2018-06-19	62	2/3	SST-	7319	IT	L5 IT_4	0.94	L5 IT_4 (94.4%), L6 IT_2 (4.4%)	L6 IT VISp Penk Col27a1 (65.0%), L6 IT ALM Oprk1 (18.0%), L5 IT VISp Col27a1 (16.0%)	2031	320.93	Fede	25	1059.3	368	487.5	1345.5	y	
320	20180820_sample_3	20180820_slice_3	2018-08-20	sample 3	mouse_WVNFF	2018-06-19	62	2/3	SST+	6316	Sst	Sst Calb2	1	Sst Calb2 (99.6%)	Sst Calb2 Pdlim5 (100.0%)	1782	227.74	Fede	38	356.1	140.2	557.6	1538.976		
321	20180820_sample_4	20180820_slice_4	2018-08-20	sample 4	mouse_WVNFF	2018-06-19	62	2/3	SST+	6494	Sst	Sst Calb2	0.98	Sst Calb2 (97.9%)	Sst Calb2 Pdlim5 (100.0%)	2034	172.39	Fede	56	337.3	123.5	537	1482.12	y	
322	20180820_sample_5	20180820_slice_5	2018-08-20	sample 5	mouse_WVNFF	2018-06-19	62	2/3	SST+	5417	Sst	Sst Pvalb Calb2	1	Sst Pvalb Calb2 (99.9%)	Sst Tac1 Tacr3 (99.0%)	2033	142.99	Fede	50	226.9	85.2	482.4	1331.424	y	
323	20180820_sample_6	20180820_slice_6	2018-08-20	sample 6	mouse_WVNFF	2018-06-19	62	2/3	SST-	4015	IT	L2/3 IT_3	0.75	L2/3 IT_3 (75.4%), L2/3 IT_2 (15.7%), L2/3 IT_1 (2.3%)	L2/3 IT VISp Agmat (98.0%)	1502	124.94	Fede	20	214.9	78.5	491.1	1355.436	y	
324	20180820_sample_7	20180820_slice_7	2018-08-20	sample 7	mouse_WVNFF	2018-06-19	62	2/3	SST+	7699	Sst	Sst Pvalb Calb2	0.95	Sst Pvalb Calb2 (94.6%), Sst Calb2 (5.0%)	Sst Tac1 Htr1d (41.0%), Sst Calb2 Necab1 (36.0%), Sst Calb2 Pdlim5 (19.0%)	1810	237.98	Fede	51	402.2	150	564.4	1557.744	y	
325	20180822_sample_1	20180822_slice_1	2018-08-22	sample 1	mouse_MSVHB	2018-06-27	56	5	PV+	7786	Pvalb	Pvalb Reln	0.98	Pvalb Reln (98.0%)	Pvalb Reln Itm2a (100.0%)	2081	454.37	Fede	44	552.9	200.7	602.1	1661.796	y	
326	20180822_sample_2	20180822_slice_2	2018-08-22	sample 2	mouse_MSVHB	2018-06-27	56	5	PV+	8858	Pvalb	Pvalb Reln	0.5	Pvalb Reln (50.4%), Pvalb Calb1_2 (38.3%), Pvalb Kank4 (10.0%)	Pvalb Reln Tac1 (60.0%), Pvalb Reln Itm2a (38.0%)	1702	846.21	Fede	41	728	264.9	569.1	1570.716	y	
327	20180822_sample_3	20180822_slice_3	2018-08-22	sample 3	mouse_MSVHB	2018-06-27	56	2/3	PV+	9113	Pvalb	Pvalb Il1rapl2	0.91	Pvalb Il1rapl2 (90.6%), Pvalb Kank4 (5.9%)	Pvalb Tpbg (98.0%)	2163	340.54	Fede	45	250.3	100.4	528.9	1459.764	y	
328	20180822_sample_4	20180822_slice_4	2018-08-22	sample 4	mouse_MSVHB	2018-06-27	56	5	PV+	6865	Pvalb	Pvalb Reln	0.57	Pvalb Reln (57.0%), Pvalb Calb1_2 (19.0%), Pvalb Kank4 (12.1%)	Pvalb Reln Tac1 (80.0%), Pvalb Reln Itm2a (20.0%)	1706	182.26	Fede	48	755.3	273.7	575.1	1587.276	y	
329	20180822_sample_6	20180822_slice_6	2018-08-22	sample 6	mouse_MSVHB	2018-06-27	56	2/3	PV+	6540	Pvalb	Pvalb Il1rapl2	0.79	Pvalb Il1rapl2 (78.9%), Pvalb Reln (20.0%)	Pvalb Tpbg (53.0%), Pvalb Reln Itm2a (47.0%)	1855	243.31	Fede	46	267.1	108.7	601	1658.76	y	
330	20180822_sample_7	20180822_slice_7	2018-08-22	sample 7	mouse_MSVHB	2018-06-27	56	2/3	PV+	7746	Pvalb	Pvalb Il1rapl2	0.95	Pvalb Il1rapl2 (95.1%)	Pvalb Tpbg (92.0%), Pvalb Reln Itm2a (8.0%)	1822	347.55	Fede	50	253	95.7	556.7	1536.492	y	
331	20180828_sample_2	20180828_slice_2	2018-08-28	sample 2	mouse_UAOAE	2018-06-11	78	2/3	PV+	6160	Pvalb	Pvalb Il1rapl2	0.76	Pvalb Il1rapl2 (76.3%), Pvalb Reln (20.9%)	Pvalb Reln Itm2a (69.0%), Pvalb Tpbg (23.0%), Pvalb Reln Tac1 (8.0%)	1858	198.09	Fede	45	344.9	124	573.2	1582.032	y	
332	20180828_sample_3	20180828_slice_3	2018-08-28	sample 3	mouse_UAOAE	2018-06-11	78	5	PV+	8133	Pvalb	Pvalb Reln	0.84	Pvalb Reln (83.6%), Pvalb Il1rapl2 (11.1%), Pvalb Calb1_2 (2.9%)	Pvalb Reln Itm2a (76.0%), Pvalb Tpbg (20.0%)	1716	370.22	Fede	55	540	196.5	607.8	1677.528	y	
333	20180828_sample_4	20180828_slice_4	2018-08-28	sample 4	mouse_UAOAE	2018-06-11	78	2/3	PV-	7831	IT	L2/3 IT_3	0.99	L2/3 IT_3 (99.3%)	L2/3 IT VISp Agmat (94.0%), L2/3 IT VISp Rrad (4.0%)	1856	351.27	Fede	30	279.3	99.7	578.8	1597.488	y	
334	20180828_sample_5	20180828_slice_5	2018-08-28	sample 5	mouse_UAOAE	2018-06-11	78	5	PV+	7001	Pvalb	Pvalb Reln	0.99	Pvalb Reln (99.1%)	Pvalb Reln Itm2a (100.0%)	1828	338.09	Fede	51	616.6	223.2	582.9	1608.804	y	
335	20180828_sample_6	20180828_slice_6	2018-08-28	sample 6	mouse_UAOAE	2018-06-11	78	2/3	PV+	8949	Pvalb	Pvalb Reln	0.62	Pvalb Reln (61.9%), Pvalb Il1rapl2 (33.7%)	Pvalb Reln Itm2a (97.0%)	1869	420.64	Fede	53	443.3	167.2	598.6	1652.136	y	
336	20180828_sample_7	20180828_slice_7	2018-08-28	sample 7	mouse_UAOAE	2018-06-11	78	2/3	PV-	1034	low quality					1521	70.02	Fede	20	204.9	75	565.6	1561.056	y	
337	20180828_sample_8	20180828_slice_8	2018-08-28	sample 8	mouse_UAOAE	2018-06-11	78	5	PV-	8148	IT	L2/3 IT_3	0.79	L2/3 IT_3 (78.7%), L2/3 IT_2 (20.0%)	L2/3 IT VISp Rrad (61.0%), L2/3 IT ALM Macc1 Lrg1 (18.0%), L2/3 IT VISp Agmat (16.0%)	1948	391.92	Fede	28	697.2	266	597.9	1650.204		
338	20180829_sample_1	20180829_slice_1	2018-08-29	sample 1	mouse_PSDCQ	2018-06-19	71	2/3	SST+	7998	Sst	Sst Calb2	0.76	Sst Calb2 (76.3%), Sst Pvalb Calb2 (23.4%)	Sst Calb2 Necab1 (83.0%), Sst Calb2 Pdlim5 (11.0%), Sst Tac1 Htr1d (4.0%)	1961	735.71	Fede	39	Slice Lost			0		
339	20180829_sample_2	20180829_slice_2	2018-08-29	sample 2	mouse_PSDCQ	2018-06-19	71	2/3	SST+	10690	Sst	Sst Calb2	1	Sst Calb2 (99.7%)	Sst Calb2 Pdlim5 (100.0%)	1845	537.77	Fede	40	286.7	108.7	578.6	1596.936	y	
340	20180829_sample_3	20180829_slice_3	2018-08-29	sample 3	mouse_PSDCQ	2018-06-19	71	2/3	SST+	7900	Sst	Sst Calb2	1	Sst Calb2 (100.0%)	Sst Calb2 Pdlim5 (100.0%)	1805	260.11	Fede	42	200.4	71.8	564.9	1559.124		
341	20180829_sample_4	20180829_slice_4	2018-08-29	sample 4	mouse_PSDCQ	2018-06-19	71	2/3	SST+	7099	Sst	Sst Calb2	1	Sst Calb2 (99.9%)	Sst Calb2 Pdlim5 (100.0%)	1824	255.55	Fede	45	362.4	128.5	549.3	1516.068		
342	20180829_sample_5	20180829_slice_5	2018-08-29	sample 5	mouse_PSDCQ	2018-06-19	71	2/3	SST+	8739	Sst	Sst Pvalb Etv1	0.82	Sst Pvalb Etv1 (82.0%), Sst Calb2 (9.9%), Sst Pvalb Calb2 (4.3%)	Sst Nr2f2 Necab1 (93.0%), Sst Calb2 Pdlim5 (4.0%)	1528	423.46	Fede	48	227	82.7	601.4	1659.864		
343	20180829_sample_6	20180829_slice_6	2018-08-29	sample 6	mouse_PSDCQ	2018-06-19	71	2/3	SST+	6773	Sst	Sst Calb2	1	Sst Calb2 (99.7%)	Sst Calb2 Pdlim5 (100.0%)	1805	191.61	Fede	56	224.4	80.6	611.7	1688.292	y	
344	20180829_sample_7	20180829_slice_7	2018-08-29	sample 7	mouse_PSDCQ	2018-06-19	71	2/3	SST+	7469	Sst	Sst Calb2	0.81	Sst Calb2 (81.0%), Sst Hpse (16.4%)	Sst Calb2 Pdlim5 (99.0%)	1680	315.46	Fede	60	286.7	102.6	603.3	1665.108	y	
345	20180829_sample_8	20180829_slice_8	2018-08-29	sample 8	mouse_PSDCQ	2018-06-19	71	2/3	SST-	8003	IT	L2/3 IT_3	0.72	L2/3 IT_3 (71.9%), L2/3 IT_2 (20.7%), L2/3 IT_1 (6.4%)	L2/3 IT VISp Rrad (96.0%)	1781	314.86	Fede	20	173.7	63.7	605.7	1671.732	y	
346	20180830_sample_1	20180830_slice_1	2018-08-30	sample 1	mouse_QLNUF	2018-06-11	80	2/3	PV+	3247	Pvalb	Pvalb Reln	0.59	Pvalb Reln (59.3%), Pvalb Kank4 (11.4%), Pvalb Gpr149 (11.4%)	Pvalb Reln Itm2a (69.0%), Pvalb Reln Tac1 (16.0%), Pvalb Gpr149 Islr (11.0%)	1519	168.47	Fede	45	499.9	172.2	528.3	1458.108	y	
347	20180830_sample_2	20180830_slice_2	2018-08-30	sample 2	mouse_QLNUF	2018-06-11	80	2/3	PV+	8474	Pvalb	Pvalb Il1rapl2	0.71	Pvalb Il1rapl2 (71.1%), Pvalb Reln (26.9%)	Pvalb Reln Itm2a (64.0%), Pvalb Tpbg (35.0%)	1953	551.53	Fede	42	392.1	129.1	520.5	1436.58		
348	20180830_sample_5	20180830_slice_5	2018-08-30	sample 5	mouse_QLNUF	2018-06-11	80	2/3	PV+	3689	Pvalb	Pvalb Il1rapl2	0.54	Pvalb Il1rapl2 (54.0%), Pvalb Reln (38.4%), Pvalb Kank4 (3.1%)	Pvalb Tpbg (70.0%), Pvalb Reln Itm2a (20.0%), Pvalb Reln Tac1 (10.0%)	1537	126.02	Fede	48	282.7	101.9	537.3	1482.948		
349	20180830_sample_6	20180830_slice_6	2018-08-30	sample 6	mouse_QLNUF	2018-06-11	80	5	PV+	5919	Pvalb	Pvalb Reln	0.49	Pvalb Reln (49.3%), Pvalb Calb1_2 (47.3%)	Pvalb Reln Tac1 (84.0%), Pvalb Reln Itm2a (16.0%)	1935	177.47	Fede	51	884.6	306.6	542.4	1497.024		
350	20180904_sample_1	20180904_slice_1	2018-09-04	sample 1	mouse_CIEXQ	2018-06-11	85	5	PV+	7241	Pvalb	Pvalb Reln	0.65	Pvalb Reln (64.6%), Pvalb Calb1_2 (30.9%)	Pvalb Reln Tac1 (83.0%), Pvalb Reln Itm2a (17.0%)	2119	172.02	Fede	45	627.5	232.6	516.9	1426.644		
351	20180904_sample_2	20180904_slice_2	2018-09-04	sample 2	mouse_CIEXQ	2018-06-11	85	2/3	PV+	7541	Pvalb	Pvalb Il1rapl2	0.7	Pvalb Il1rapl2 (69.7%), Pvalb Reln (28.7%)	Pvalb Reln Itm2a (71.0%), Pvalb Tpbg (29.0%)	1852	358.02	Matteo	59	223.3	83	537.9	1484.604	y	
352	20180904_sample_3	20180904_slice_3	2018-09-04	sample 3	mouse_CIEXQ	2018-06-11	85	5	PV+	10212	Pvalb	Pvalb Reln	0.86	Pvalb Reln (86.1%), Pvalb Kank4 (11.9%)	Pvalb Reln Itm2a (99.0%)	2214	561.93	Fede	39	536.6	191.8	569.6	1572.096	y	
353	20180904_sample_4	20180904_slice_4	2018-09-04	sample 4	mouse_CIEXQ	2018-06-11	85	5	PV+	8921	Pvalb	Pvalb Kank4	0.85	Pvalb Kank4 (84.9%), Pvalb Reln (7.0%), Pvalb Calb1_2 (5.3%)	Pvalb Sema3e Kank4 (93.0%), Pvalb Akr1c18 Ntf3 (6.0%)	2177	355.24	Matteo	50	865.5	312.8	586.2	1617.912	y	
354	20180904_sample_5	20180904_slice_5	2018-09-04	sample 5	mouse_CIEXQ	2018-06-11	85	5	PV+	9039	Pvalb	Pvalb Il1rapl2	0.82	Pvalb Il1rapl2 (81.6%), Pvalb Reln (14.4%)	Pvalb Tpbg (61.0%), Pvalb Reln Itm2a (38.0%)	2204	365.54	Fede	46	499.5	181.9	561	1548.36	y	
355	20180904_sample_6	20180904_slice_6	2018-09-04	sample 6	mouse_CIEXQ	2018-06-11	85	5	PV+	7943	Pvalb	Pvalb Reln	0.89	Pvalb Reln (88.6%), Pvalb Kank4 (6.1%), Pvalb Il1rapl2 (4.3%)	Pvalb Reln Itm2a (93.0%), Pvalb Reln Tac1 (7.0%)	1775	308.51	Matteo	45	756	274	606	1672.56		
356	20180904_sample_7	20180904_slice_7	2018-09-04	sample 7	mouse_CIEXQ	2018-06-11	85	2/3	PV+	6851	Pvalb	Pvalb Il1rapl2	0.97	Pvalb Il1rapl2 (97.4%)	Pvalb Tpbg (100.0%)	2310	202.7	Fede	45	218.9	77.2	514	1418.64	y	
357	20180904_sample_9	20180904_slice_9	2018-09-04	sample 9	mouse_CIEXQ	2018-06-11	85	2/3	PV+	8684	Pvalb	Pvalb Il1rapl2	0.95	Pvalb Il1rapl2 (94.7%), Pvalb Reln (4.4%)	Pvalb Tpbg (100.0%)	2056	226.14	Fede	44	397.1	142.8	638.8	1763.088	y	
358	20180905_sample_1	20180905_slice_1	2018-09-05	sample 1	mouse_NUCAT	2018-06-18	79	2/3	SST+	4377	Sst	Sst Pvalb Calb2	0.62	Sst Pvalb Calb2 (62.3%), Sst Calb2 (35.7%)	Sst Calb2 Pdlim5 (91.0%), Sst Calb2 Necab1 (9.0%)	1888	183.61	Matteo	50	386.3	142.3	508.8	1404.288		
359	20180905_sample_2	20180905_slice_2	2018-09-05	sample 2	mouse_NUCAT	2018-06-18	79	2/3	SST+	5710	Sst	Sst Calb2	0.67	Sst Calb2 (66.9%), Sst Hpse (30.6%)	Sst Calb2 Pdlim5 (81.0%), Sst Hpse Cbln4 (19.0%)	1717	157.52	Matteo	45	330.8	118.3	555.1	1532.076	y	
360	20180910_sample_2	20180910_slice_2	2018-09-10	sample 2	mouse_UWACR	2018-06-18	84	5	SST+	11104	Sst	Sst Myh8_1	0.75	Sst Myh8_1 (75.1%), Sst Etv1 (21.6%)	Sst Myh8 Etv1  (54.0%), Sst Chrna2 Glra3 (46.0%)	1506	976.83	Matteo		804.1	289.9	549.2	1515.792		
361	20180910_sample_3	20180910_slice_3	2018-09-10	sample 3	mouse_UWACR	2018-06-18	84	5	SST+	6121	Sst	Sst Crhr2_2	0.83	Sst Crhr2_2 (83.4%), Sst Crhr2_1 (12.9%)	Sst Esm1 (81.0%), Sst Crh 4930553C11Rik  (19.0%)	1566	276.2	Matteo	52	1047.8	381	633.6	1748.736		
362	20180911_sample_1	20180911_slice_1	2018-09-11	sample 1	mouse_YJVZC	2018-06-18	85	2/3	SST+	8221	Sst	Sst Chodl	1	Sst Chodl (100.0%)	Sst Chodl (100.0%)	2083	493.43	Fede	35	381	136.6	536.2	1479.912		
363	20180911_sample_2	20180911_slice_2	2018-09-11	sample 2	mouse_YJVZC	2018-06-18	85	5	SST+	7385	Sst	Sst C1ql3_1	0.6	Sst C1ql3_1 (60.0%), Sst C1ql3_2 (27.7%), Sst Th_1 (10.7%)	Sst Rxfp1 Prdm8 (73.0%), Sst Rxfp1 Eya1 (25.0%)	2033	410.24	Matteo	58	1154.1	418.9	571.3	1576.788		
364	20180911_sample_3	20180911_slice_3	2018-09-11	sample 3	mouse_YJVZC	2018-06-18	85	2/3	SST+	7446	Sst	Sst Calb2	1	Sst Calb2 (100.0%)	Sst Calb2 Pdlim5 (100.0%)	2100	307.33	Fede	48	191.6	66	547.2	1510.272	y	
365	20180911_sample_5	20180911_slice_5	2018-09-11	sample 5	mouse_YJVZC	2018-06-18	85	2/3	SST+	1343	low quality					1676	35.2	Fede	52	269.4	99.6	528.2	1457.832		
